01908961            00000010 831093       00174305NNMDGJOSYBUREAU SERVICE           090504
01909961            00000010 831093       00174305NNMDGJOSYBUREAU SERVICE           090504
01910011            00000010 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01912011            00000030 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01912011            00000100 836303       00145165NNMDGCOLYVIKING DIRECT            090209
01912011            00000010 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01912031            00000010 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01914011            00000030 835714       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
01914011            00000030 836451       00175306NNMDGJOSYGIBERT JOSEPH VITRY      090206
01914011            00000020 836285       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
01914011            00000010 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01914011            00000010 831093       00174305NNMDGJOSYBUREAU SERVICE           090504
01915011            00000020 834906       00182067NNMDGSYGYDIFPAP                   090206
01915011            00000100 835590       00193003NNMDGSYGYSPICERS                  090206
01915011            00000090 836229       00195382NNMDGS01YMETRO CASH AND CARRY     090211
01915011            00000010 835741       00272725NYMDGCATNLIBRAIRIE DE FRANCE G    090424
01916011            00000100 835590       00193003NNMDGSYGYSPICERS                  090206
01916011            00000100 836229       00195382NNMDGS01YMETRO CASH AND CARRY     090211
01916011            00000010 835741       00272725NYMDGCATNLIBRAIRIE DE FRANCE G    090424
01917011            00000010 835741       00272725NYMDGCATNLIBRAIRIE DE FRANCE G    090424
01962081            00000030 836130       00264950NYMDGCATNLIBRAIRIE BUFALO         090423
01993011            00000300 835935       00153041NNMDGCOLYLYRECO FRANCE            090211
01993011            00000800 836564       00153041NYMDGCOLYLYRECO FRANCE            090212
01993011            00000080 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01993091            00000010 836609       00164006NNMDGSYAYGIE GROUPE AB            090209
01993091            00000060 834084       00193397NNMDGSYAYSACFOM (CENTRALE)        090212
01993091            00000060 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01993961            00000040 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01994011            00000200 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
01994011            00000090 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01994031            00000200 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
01994031            00000230 835935       00153041NNMDGCOLYLYRECO FRANCE            090211
01994031            00000080 836313       00193003NNMDGSYGYSPICERS                  090212
01994031            00000020 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01994071            00000040 836285       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
01994091            00000020 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01994961            00000200 836623       00102188NNMDGSYGYM.D.S                    090210
01994961            00000055 836285       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
01994961            00000025 836584       00191017NYMDGS02YCORPORATE EXPRESS FRA    090217
01995011            00000010 836541       00113193NNMDGSYAYPAP DU COMMERCE          090206
01995011            00000020 836609       00164006NNMDGSYAYGIE GROUPE AB            090209
01995011            00000300 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
